path,package_or_target,target_kind,source_kind,role,line_count,imports,major_types,implemented_responsibility,migration_leftover_count,migration_leftovers,cleanup_notes,test_coverage_signal,repo_skill_alignment,general_best_practice_alignment,risk_level,print_count,logger_calls_inside_debug_count,task_detached_count,userdefaults_did_change_count,geometry_reader_count,public_declaration_count,public_doc_comment_count
Packages/EnsembleCore/Sources/Services/DownloadTransferExecutor.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,576,AVFoundation; CoreData; EnsembleAPI; EnsemblePersistence; Foundation,enum DownloadProcessingError; enum DownloadTransferError; struct DownloadTransferContext; struct DownloadTransferResult; struct DownloadTransferExecutionError; class DownloadTransferExecutor; struct Dependencies,"Implements DownloadProcessingError, DownloadTransferError, DownloadTransferContext, DownloadTransferResult for business logic services and subsystem coordinators.",1,L359: /// Downloads a URL to a temporary file while periodically reporting progress to CoreData.,"Triage legacy/migration/deprecated markers before new work in this area. | Move diagnostic logger calls out from #if DEBUG unless surrounding code must be debug-only. | Review detached tasks for cancellation, actor isolation, and priority against subsystem policy.",Obvious related tests: Packages/EnsembleCore/Tests/DownloadTransferExecutorTests.swift.,Matches architecture business-logic layer. Needs logging-policy review: logger calls appear inside #if DEBUG. Contains migration/legacy/cleanup markers for follow-up triage.,"No print usage found. Task.detached usage should retain explicit priority, cancellation, and actor-isolation reasoning.",medium,0,2,1,0,0,0,0
Packages/EnsembleCore/Sources/Services/HomeHubLoader.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,654,EnsembleAPI; Foundation,struct HomeHubSnapshotMetadata; struct HomeHubSnapshot; protocol HomeHubLoaderProtocol; class HomeHubLoader; struct SourceContext; struct FetchTask,"Implements HomeHubSnapshotMetadata, HomeHubSnapshot, HomeHubLoaderProtocol, HomeHubLoader for business logic services and subsystem coordinators.",0,,"Medium-large file: keep an eye on responsibility creep. | Review detached tasks for cancellation, actor isolation, and priority against subsystem policy.",Obvious related tests: Packages/EnsembleCore/Tests/HomeViewModelRefreshPolicyTests.swift.,Matches architecture business-logic layer.,"No print usage found. Public API documentation appears incomplete (3/22 declarations with immediate doc comments). Task.detached usage should retain explicit priority, cancellation, and actor-isolation reasoning.",low,0,0,1,0,0,22,3
Packages/EnsembleCore/Sources/Services/HubOrderManager.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,144,Foundation,class HubOrderManager,Implements HubOrderManager for business logic services and subsystem coordinators.,0,,Consider focused service tests if behavior changes; static scan found no obvious direct coverage.,No obvious direct package test signal found by static name/content scan.,Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (8/9 declarations with immediate doc comments).,low,0,0,0,0,0,9,8
Packages/EnsembleCore/Sources/Services/HubRepository.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,309,CoreData; EnsemblePersistence; Foundation,enum HomeFeedSnapshotFreshnessState; struct HomeFeedCachedSnapshot; protocol HubRepositoryProtocol; class HubRepository; extension HomeFeedCachedSnapshot,"Implements HomeFeedSnapshotFreshnessState, HomeFeedCachedSnapshot, HubRepositoryProtocol, HubRepository for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,"Obvious related tests: Packages/EnsembleCore/Tests/HomeViewModelRefreshPolicyTests.swift, Packages/EnsembleCore/Tests/HubRepositorySnapshotTests.swift.",Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (0/23 declarations with immediate doc comments).,low,0,0,0,0,0,23,0
Packages/EnsembleCore/Sources/Services/InstrumentalModeCapability.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,21,AVFoundation; AudioToolbox,enum InstrumentalModeCapability,Implements InstrumentalModeCapability for business logic services and subsystem coordinators.,0,,Consider focused service tests if behavior changes; static scan found no obvious direct coverage.,No obvious direct package test signal found by static name/content scan.,Matches architecture business-logic layer.,No print usage found. Public declarations appear documented by immediate doc comments.,low,0,0,0,0,0,1,1
Packages/EnsembleCore/Sources/Services/KVSSyncService.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,253,Combine; Foundation,class KVSSyncService; enum InitialSyncState; enum KVSKey,"Implements KVSSyncService, InitialSyncState, KVSKey for business logic services and subsystem coordinators.",0,,Consider focused service tests if behavior changes; static scan found no obvious direct coverage.,No obvious direct package test signal found by static name/content scan.,Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (9/16 declarations with immediate doc comments).,low,0,0,0,0,0,16,9
Packages/EnsembleCore/Sources/Services/LibraryVisibilityStore.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,153,Combine; Foundation,class LibraryVisibilityStore,Implements LibraryVisibilityStore for business logic services and subsystem coordinators.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,Obvious related tests: Packages/EnsembleCore/Tests/LibraryVisibilityProfileTests.swift.,Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (0/11 declarations with immediate doc comments).,low,0,0,0,0,0,11,0
Packages/EnsembleCore/Sources/Services/LocalNetworkPermissionProbe.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,72,Foundation; Network,enum LocalNetworkPermissionProbe; actor ResumeGate,"Implements LocalNetworkPermissionProbe, ResumeGate for business logic services and subsystem coordinators.",0,,Consider focused service tests if behavior changes; static scan found no obvious direct coverage.,No obvious direct package test signal found by static name/content scan.,Matches architecture business-logic layer.,No print usage found. Public declarations appear documented by immediate doc comments.,low,0,0,0,0,0,1,1
Packages/EnsembleCore/Sources/Services/LyricsService.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,604,Combine; EnsembleAPI; EnsemblePersistence; Foundation,struct LyricsLine; struct ParsedLyrics; enum LyricsSource; enum LyricsState; enum LRCParser; class LyricsService,"Implements LyricsLine, ParsedLyrics, LyricsSource, LyricsState for business logic services and subsystem coordinators.",1,L505: // MARK: - Cache Cleanup,"Medium-large file: keep an eye on responsibility creep. | Triage legacy/migration/deprecated markers before new work in this area. | Review detached tasks for cancellation, actor isolation, and priority against subsystem policy.","Obvious related tests: Packages/EnsembleCore/Tests/LyricsServiceTests.swift, Packages/EnsembleCore/Tests/NowPlayingViewModelFavoriteTests.swift, Packages/EnsembleCore/Tests/OfflineDownloadServicePolicyTests.swift.",Matches architecture business-logic layer. Contains migration/legacy/cleanup markers for follow-up triage.,"No print usage found. Public API documentation appears incomplete (16/23 declarations with immediate doc comments). Task.detached usage should retain explicit priority, cancellation, and actor-isolation reasoning.",medium,0,0,1,0,0,23,16
Packages/EnsembleCore/Sources/Services/MediaFilterEngine.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,222,Foundation,struct MediaFilterEngine; enum TrackSearchField; struct TrackConfiguration; enum AlbumSearchField; struct AlbumConfiguration,"Implements MediaFilterEngine, TrackSearchField, TrackConfiguration, AlbumSearchField for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,Obvious related tests: Packages/EnsembleCore/Tests/MediaFilterEngineTests.swift.,Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (1/18 declarations with immediate doc comments).,low,0,0,0,0,0,18,1
Packages/EnsembleCore/Sources/Services/MetadataMutationService.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,337,EnsembleAPI; EnsemblePersistence; Foundation,protocol MetadataMutationClient; extension PlexAPIClient; enum MetadataMutationError; struct MetadataEditRequest; class MetadataMutationService; struct SourceContext,"Implements MetadataMutationClient, MetadataMutationError, MetadataEditRequest, MetadataMutationService for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,"Obvious related tests: Packages/EnsembleCore/Tests/MetadataMutationServiceTests.swift, Packages/EnsembleCore/Tests/MetadataMutationWorkflowTests.swift.",Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (0/16 declarations with immediate doc comments).,low,0,0,0,0,0,16,0
Packages/EnsembleCore/Sources/Services/MetadataMutationWorkflow.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,200,Foundation,protocol MetadataMutationWorkflowMutating; extension MetadataMutationService; struct MetadataMutationToastScope; struct MetadataMutationWorkflowResult; class MetadataMutationWorkflow; enum Icon,"Implements MetadataMutationWorkflowMutating, MetadataMutationToastScope, MetadataMutationWorkflowResult, MetadataMutationWorkflow for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,"Obvious related tests: Packages/EnsembleCore/Tests/MetadataMutationWorkflowTests.swift, Packages/EnsembleUI/Tests/EnsembleUITests.swift.",Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (0/16 declarations with immediate doc comments).,low,0,0,0,0,0,16,0
Packages/EnsembleCore/Sources/Services/MoodRepository.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,96,EnsemblePersistence; Foundation,protocol MoodRepositoryProtocol; class MoodRepository; extension Mood,"Implements MoodRepositoryProtocol, MoodRepository for business logic services and subsystem coordinators.",0,,Consider focused service tests if behavior changes; static scan found no obvious direct coverage.,No obvious direct package test signal found by static name/content scan.,Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (2/6 declarations with immediate doc comments).,low,0,0,0,0,0,6,2
Packages/EnsembleCore/Sources/Services/MusicSourceSyncProvider.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,141,EnsembleAPI; EnsemblePersistence; Foundation,struct LibrarySyncResult; struct PlaylistSyncResult; protocol MusicSourceSyncProvider; extension MusicSourceSyncProvider,"Implements LibrarySyncResult, PlaylistSyncResult, MusicSourceSyncProvider for business logic services and subsystem coordinators.",1,"L106: /// Reset any temporary fallback state for stream URL generation (e.g., universal endpoint cooldown).",Triage legacy/migration/deprecated markers before new work in this area.,"Obvious related tests: Packages/EnsembleCore/Tests/PlaylistRefreshControllerTests.swift, Packages/EnsembleCore/Tests/SyncCoordinatorNetworkHealthTests.swift, Packages/EnsembleCore/Tests/SyncCoordinatorStartupRepairTests.swift, Packages/EnsembleCore/Tests/WebSocketSyncControllerTests.swift.",Matches architecture business-logic layer. Contains migration/legacy/cleanup markers for follow-up triage.,No print usage found. Public API documentation appears incomplete (1/22 declarations with immediate doc comments).,medium,0,0,0,0,0,22,1
Packages/EnsembleCore/Sources/Services/MutationCoordinator.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,650,Combine; EnsembleAPI; EnsemblePersistence; Foundation,enum MutationOutcome; enum MutationError; struct TrackRatingMutationPayload; struct PlaylistMutationPayload; struct PlaylistRenameMutationPayload; struct PlaylistDeleteMutationPayload; struct ScrobbleMutationPayload; class MutationCoordinator,"Implements MutationOutcome, MutationError, TrackRatingMutationPayload, PlaylistMutationPayload for business logic services and subsystem coordinators.",0,,Medium-large file: keep an eye on responsibility creep.,"Obvious related tests: Packages/EnsembleCore/Tests/PlaylistMutationWorkflowTests.swift, Packages/EnsembleCore/Tests/TrackRatingMutationWorkflowTests.swift.",Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (15/41 declarations with immediate doc comments).,low,0,0,0,0,0,41,15
Packages/EnsembleCore/Sources/Services/NavigationCoordinator.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,280,Combine; SwiftUI,class NavigationCoordinator; enum AuxiliaryPresentation; struct AuxiliaryWindowRequest; enum Destination; struct PendingNavigation,"Implements NavigationCoordinator, AuxiliaryPresentation, AuxiliaryWindowRequest, Destination for business logic services and subsystem coordinators.",2,L220: /// Open the profile sheet/window (replaces legacy openSettings) | L225: /// Legacy alias — routes to openProfile(),Triage legacy/migration/deprecated markers before new work in this area.,"Obvious related tests: Packages/EnsembleCore/Tests/NavigationCoordinatorTests.swift, Packages/EnsembleCore/Tests/NowPlayingViewModelFavoriteTests.swift, Packages/EnsembleUI/Tests/NavigationRootHelperTests.swift.",Matches architecture business-logic layer. Contains migration/legacy/cleanup markers for follow-up triage.,No print usage found. Public API documentation appears incomplete (11/30 declarations with immediate doc comments).,medium,0,0,0,0,0,30,11
Packages/EnsembleCore/Sources/Services/NetworkLifecycleController.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,143,Foundation,class NetworkLifecycleController; enum NetworkTransition; struct ForegroundDecision; struct ObservedDecision,"Implements NetworkLifecycleController, NetworkTransition, ForegroundDecision, ObservedDecision for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,Obvious related tests: Packages/EnsembleCore/Tests/NetworkLifecycleControllerTests.swift.,Matches architecture business-logic layer.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/NetworkMonitor.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,267,Combine; Foundation; Network,protocol NetworkPathMonitoring; class SystemNetworkPathMonitor; class NetworkMonitor,"Implements NetworkPathMonitoring, SystemNetworkPathMonitor, NetworkMonitor for business logic services and subsystem coordinators.",0,,Move diagnostic logger calls out from #if DEBUG unless surrounding code must be debug-only.,"Obvious related tests: Packages/EnsembleCore/Tests/AddPlexAccountViewModelTests.swift, Packages/EnsembleCore/Tests/HomeViewModelRefreshPolicyTests.swift, Packages/EnsembleCore/Tests/MusicSourceAccountDetailViewModelTests.swift, Packages/EnsembleCore/Tests/NetworkMonitorTests.swift (+8 more).",Matches architecture business-logic layer. Needs logging-policy review: logger calls appear inside #if DEBUG.,No print usage found. Public API documentation appears incomplete (4/5 declarations with immediate doc comments).,low,0,2,0,0,0,5,4
Packages/EnsembleCore/Sources/Services/OfflineBackgroundExecutionCoordinator.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,365,AppKit; BackgroundTasks; Foundation; UIKit,protocol OfflineDownloadBackgroundCoordinating; class OfflineDownloadBackgroundEventStore; class OfflineBackgroundExecutionCoordinator; class OfflineBackgroundExecutionCoordinator; class OfflineBackgroundExecutionCoordinator,"Implements OfflineDownloadBackgroundCoordinating, OfflineDownloadBackgroundEventStore, OfflineBackgroundExecutionCoordinator, OfflineBackgroundExecutionCoordinator for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,"Obvious related tests: Packages/EnsembleCore/Tests/OfflineDownloadBackgroundCoordinatorTests.swift, Packages/EnsembleCore/Tests/OfflineDownloadServicePolicyTests.swift.",Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (0/46 declarations with immediate doc comments).,low,0,0,0,0,0,46,0
Packages/EnsembleCore/Sources/Services/OfflineDownloadCleanupCoordinator.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,50,EnsemblePersistence; Foundation,class OfflineDownloadCleanupCoordinator; struct Dependencies,"Implements OfflineDownloadCleanupCoordinator, Dependencies for business logic services and subsystem coordinators.",1,L4: /// Owns best-effort cleanup for completed downloads that no longer belong to any,Triage legacy/migration/deprecated markers before new work in this area.,Obvious related tests: Packages/EnsembleCore/Tests/OfflineDownloadCleanupCoordinatorTests.swift.,Matches architecture business-logic layer. Contains migration/legacy/cleanup markers for follow-up triage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,medium,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/OfflineDownloadNotificationBridge.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,62,Foundation,class OfflineDownloadNotificationBridge; struct Dependencies,"Implements OfflineDownloadNotificationBridge, Dependencies for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,Obvious related tests: Packages/EnsembleCore/Tests/OfflineDownloadNotificationBridgeTests.swift.,Matches architecture business-logic layer.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/OfflineDownloadService.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,1960,AVFoundation; Combine; EnsembleAPI; EnsemblePersistence; Foundation,struct OfflineDownloadTargetSnapshot; struct OfflineDownloadQualityRefreshResult; struct OfflineDownloadHealingSummary; enum QueueStatusReason; struct RemovalProgress; enum DownloadWorkMode; enum OfflineDownloadRecoveryReason; class OfflineDownloadService; actor SidecarAnalysisQueue,"Implements OfflineDownloadTargetSnapshot, OfflineDownloadQualityRefreshResult, OfflineDownloadHealingSummary, QueueStatusReason for business logic services and subsystem coordinators.",4,"L114: /// Per-target removal progress — keyed by target key, shown in DownloadsView during cleanup | L290: // Clean up legacy keys from the old transcode blacklist approach. | L692: // stale (non-zero) values and skipping the file cleanup. | L709: // Reference-counted cleanup: remove track files that no other target references.","Large file: audit for nested helpers or policy seams that can move to existing shared owners. | Triage legacy/migration/deprecated markers before new work in this area. | Move diagnostic logger calls out from #if DEBUG unless surrounding code must be debug-only. | Review detached tasks for cancellation, actor isolation, and priority against subsystem policy.","Obvious related tests: Packages/EnsembleCore/Tests/AppBootstrapDiagnosticsTests.swift, Packages/EnsembleCore/Tests/OfflineDownloadServicePolicyTests.swift.","Matches architecture business-logic layer. Needs logging-policy review: logger calls appear inside #if DEBUG. Contains migration/legacy/cleanup markers for follow-up triage. Oversized responsibility surface remains a skill-aligned cleanup candidate, not a behavior bug by itself.","No print usage found. Public API documentation appears incomplete (20/58 declarations with immediate doc comments). File size is far beyond common maintainability norms; prefer cohesive APIs and smaller responsibility boundaries. Task.detached usage should retain explicit priority, cancellation, and actor-isolation reasoning.",medium,0,3,3,0,0,58,20
Packages/EnsembleCore/Sources/Services/PeriodicSyncController.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,82,Foundation,class PeriodicSyncController; protocol PeriodicSyncTimer; class FoundationPeriodicSyncTimer,"Implements PeriodicSyncController, PeriodicSyncTimer, FoundationPeriodicSyncTimer for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,Obvious related tests: Packages/EnsembleCore/Tests/PeriodicSyncControllerTests.swift.,Matches architecture business-logic layer.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/PersistentLogService.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,405,EnsembleAPI; EnsemblePersistence; Foundation; OSLog,struct LogSession; class PersistentLogService; class LogFileWriter; class PersistentLogService,"Implements LogSession, PersistentLogService, LogFileWriter, PersistentLogService for business logic services and subsystem coordinators.",0,,Consider focused service tests if behavior changes; static scan found no obvious direct coverage.,No obvious direct package test signal found by static name/content scan.,Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (10/26 declarations with immediate doc comments).,low,0,0,0,0,0,26,10
Packages/EnsembleCore/Sources/Services/PinMutationWorkflow.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,95,Foundation,struct PinMutationWorkflowResult; class PinMutationWorkflow,"Implements PinMutationWorkflowResult, PinMutationWorkflow for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,Obvious related tests: Packages/EnsembleCore/Tests/PinMutationWorkflowTests.swift.,Matches architecture business-logic layer.,No print usage found. Public API documentation appears incomplete (0/15 declarations with immediate doc comments).,low,0,0,0,0,0,15,0
Packages/EnsembleCore/Sources/Services/PlaybackAudioSessionCoordinator.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,158,AVFoundation; Foundation,class PlaybackAudioSessionCoordinator,Implements PlaybackAudioSessionCoordinator for business logic services and subsystem coordinators.,0,,No immediate cleanup note from static scan; revisit when touching related behavior.,Obvious related tests: Packages/EnsembleCore/Tests/PlaybackAudioSessionCoordinatorTests.swift.,Matches architecture business-logic layer.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/PlaybackHandoffCoordinator.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,460,Foundation,struct PlaybackHandoffCoordinator; enum SignalCategory; enum PauseReason; enum CommandSource; enum RouteEventReason; enum Signal; enum RouteTransitionState; enum InterruptionState; struct State; enum Action; struct Outcome,"Implements PlaybackHandoffCoordinator, SignalCategory, PauseReason, CommandSource for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,"Obvious related tests: Packages/EnsembleCore/Tests/PlaybackHandoffCoordinatorTests.swift, Packages/EnsembleCore/Tests/PlaybackServiceTests.swift.",Matches architecture business-logic layer.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/PlaybackLaunchCoordinator.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,79,Foundation,class PlaybackLaunchCoordinator; struct VisualizerPlan; struct Dependencies,"Implements PlaybackLaunchCoordinator, VisualizerPlan, Dependencies for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,Obvious related tests: Packages/EnsembleCore/Tests/PlaybackLaunchCoordinatorTests.swift.,Matches architecture business-logic layer.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/PlaybackNowPlayingBridge.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,293,Foundation; MediaPlayer; Nuke,struct PlaybackNowPlayingCommandHandlers; struct PlaybackNowPlayingState; class PlaybackNowPlayingBridge,"Implements PlaybackNowPlayingCommandHandlers, PlaybackNowPlayingState, PlaybackNowPlayingBridge for business logic services and subsystem coordinators.",0,,Consider focused service tests if behavior changes; static scan found no obvious direct coverage.,No obvious direct package test signal found by static name/content scan.,Matches architecture business-logic layer.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/PlaybackPrefetchController.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,123,Foundation,struct PlaybackStreamCacheContext; class PlaybackPrefetchController,"Implements PlaybackStreamCacheContext, PlaybackPrefetchController for business logic services and subsystem coordinators.",2,"L11: /// Owns resolved-file cache updates and temporary stream-cache cleanup policy. | L120: EnsembleLogger.debug(""🗑️ Stream cache cleanup: removed \(removedCount), kept \(files.count - removedCount)"")",Triage legacy/migration/deprecated markers before new work in this area. | Consider focused service tests if behavior changes; static scan found no obvious direct coverage.,No obvious direct package test signal found by static name/content scan.,Matches architecture business-logic layer. Contains migration/legacy/cleanup markers for follow-up triage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,medium,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/PlaybackQueueController.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,57,Foundation,class PlaybackQueueController,Implements PlaybackQueueController for business logic services and subsystem coordinators.,0,,Consider focused service tests if behavior changes; static scan found no obvious direct coverage.,No obvious direct package test signal found by static name/content scan.,Matches architecture business-logic layer.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/PlaybackQueueStore.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,121,Foundation,struct PlaybackQueueSnapshot; class PlaybackQueueStore,"Implements PlaybackQueueSnapshot, PlaybackQueueStore for business logic services and subsystem coordinators.",1,L58: // Keep writing legacy keys for backward compatibility with older builds.,"Triage legacy/migration/deprecated markers before new work in this area. | Review detached tasks for cancellation, actor isolation, and priority against subsystem policy.","Obvious related tests: Packages/EnsembleCore/Tests/PlaybackQueueStoreTests.swift, Packages/EnsembleCore/Tests/PlaybackStartupCoordinatorTests.swift.",Matches architecture business-logic layer. Contains migration/legacy/cleanup markers for follow-up triage.,"No print usage found. Task.detached usage should retain explicit priority, cancellation, and actor-isolation reasoning.",medium,0,0,1,0,0,0,0
Packages/EnsembleCore/Sources/Services/PlaybackRecoveryPolicy.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,131,Foundation,enum PlaybackRecoveryPolicy; struct BufferingProfile; struct AdaptiveState,"Implements PlaybackRecoveryPolicy, BufferingProfile, AdaptiveState for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,Obvious related tests: Packages/EnsembleCore/Tests/PlaybackRecoveryPolicyTests.swift.,Matches architecture business-logic layer.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/PlaybackResolvedFileCache.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,110,Foundation,class PlaybackResolvedFileCache,Implements PlaybackResolvedFileCache for business logic services and subsystem coordinators.,1,"L5: /// from prefetch, restore, and cleanup paths inside PlaybackService.",Triage legacy/migration/deprecated markers before new work in this area.,Obvious related tests: Packages/EnsembleCore/Tests/PlaybackResolvedFileCacheTests.swift.,Matches architecture business-logic layer. Contains migration/legacy/cleanup markers for follow-up triage.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,medium,0,0,0,0,0,0,0
Packages/EnsembleCore/Sources/Services/PlaybackService.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,5647,AVFoundation; Combine; EnsembleAPI; EnsemblePersistence; Foundation; MediaPlayer; Nuke; QuartzCore; UIKit,enum PlaybackState; enum PlaybackError; enum RepeatMode; enum QueueItemSource; struct QueueItem; struct QueueSections; protocol PlaybackServiceProtocol; class PlaybackService; enum PresentationRouteKind; struct NetworkTransitionDecision; class SeekOperation; enum PlaybackSource; enum SeekMode; struct QueueSourcePruneResult; struct FutureAutoplayPruneResult; struct AutoplayVisibleTrackIdentity,"Implements PlaybackState, PlaybackError, RepeatMode, QueueItemSource for business logic services and subsystem coordinators.",11,"L1013: // Track auto-generated track IDs to prevent duplicates in queue (legacy, being replaced by QueueItemSource) | L1215: cleanup() | L1349: cleanup() | L2781: cleanup() | L3238: /// @deprecated Use moveQueueItem(byId:from:to:) instead for better robustness. | L3630: EnsembleLogger.debug(""⚠️ playArtistRadio() deprecated - use enableRadio(tracks:) instead"") | L3634: EnsembleLogger.debug(""⚠️ playAlbumRadio() deprecated - use enableRadio(tracks:) instead"") | L3638: // Check source tag first (preferred), fall back to legacy set | L3719: /// Remove temporary stream cache files created by downloadUniversalStreamToFile. | L4402: // An interrupted download or aggressive cache cleanup can leave a partial file | L5262: private func cleanup() {","Very large file: plan staged extraction around one stable responsibility at a time. | Triage legacy/migration/deprecated markers before new work in this area. | Move diagnostic logger calls out from #if DEBUG unless surrounding code must be debug-only. | Review detached tasks for cancellation, actor isolation, and priority against subsystem policy. | Confirm global UserDefaults notifications use cache-and-compare guards.","Obvious related tests: Packages/EnsembleCore/Tests/NowPlayingViewModelFavoriteTests.swift, Packages/EnsembleCore/Tests/OfflineDownloadServicePolicyTests.swift, Packages/EnsembleCore/Tests/PlaybackQueueStoreTests.swift, Packages/EnsembleCore/Tests/PlaybackServiceTests.swift (+3 more).","Matches architecture business-logic layer. Needs logging-policy review: logger calls appear inside #if DEBUG. Contains migration/legacy/cleanup markers for follow-up triage. Oversized responsibility surface remains a skill-aligned cleanup candidate, not a behavior bug by itself.","No print usage found. Public API documentation appears incomplete (24/92 declarations with immediate doc comments). File size is far beyond common maintainability norms; prefer cohesive APIs and smaller responsibility boundaries. Task.detached usage should retain explicit priority, cancellation, and actor-isolation reasoning. UserDefaults.didChangeNotification usage should guard for unrelated key writes.",high,0,1,4,3,0,92,24
Packages/EnsembleCore/Sources/Services/PlaybackSessionStateMachine.swift,EnsembleCore,Package,Sources,Business logic services and subsystem coordinators,83,Foundation,enum PlaybackSessionStateMachine; struct SessionRequest; enum TerminalFailure,"Implements PlaybackSessionStateMachine, SessionRequest, TerminalFailure for business logic services and subsystem coordinators.",0,,No immediate cleanup note from static scan; revisit when touching related behavior.,Obvious related tests: Packages/EnsembleCore/Tests/PlaybackSessionStateMachineTests.swift.,Matches architecture business-logic layer.,No print usage found. Naming/type structure generally follows Swift idioms from static inspection.,low,0,0,0,0,0,0,0
